text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
fum! susa de alimentare arsa la zona exppeditie|FUM! sursa de alimentare arsa la zona expeditie|alimentare_curent|Electric|critica|2025-12-18
vrificati robot kuka, nu comunica cu srverul|Verificati robot kuka, nu comunica cu serverul|conectivitate_retea|Software|medie|2026-01-26
defectiune linnia 1: usa de protectie intepenita.|Defectiune linia 1: usa de protectie intepenita.|blocaj_mecanic|Mecanic|mica|2026-02-03
tastatura blocata la zona expeditie. mrge greu|tastatura blocata la zona expeditie. merge greu|hardware_it|Software|medie|2026-02-03
risc accident! calu de retea scos la ccn amzak|RISC ACCIDENT! cablu de retea scos la cnc mazak|conectivitate_retea|Software|critica|2026-01-07
verifiicati cnc mazak,sa- bpocat bratuul robottic|Verificati cnc mazak, s-a blocat bratul robotic|blocaj_mecanic|Mecanic|medie|2026-01-09
verificati cuptoor tratament, nu vvede stcik-ul usb|Verificati cuptor tratament, nu vede stick-ul USB|hardware_it|Software|mica|2026-02-05
ddefectiune statia vopsire: zgomot de polizare..|Defectiune statia vopsire: zgomot de polizare.|uzura_fizica|Mecanic|critica|2026-01-11
contacul nu cupleaza la statia voosire. orpiti tot|contactul nu cupleaza la statia vopsire. OPRITI TOT|componente_automatizare|Electric|critica|2025-12-26
vsrificati zona expediite, nu se aprinde becul de contrl|Verificati zona expeditie, nu se aprinde becul de control|alimentare_curent|Electric|critica|2026-01-19
pata mare de ulei pe jos zona presa hidraulica|pata mare de ulei pe jos zona presa hidraulica|scurgere_lichide|Mecanic|mica|2026-02-03
veriicati cupptor rratament, termocupla defect|Verificati cuptor tratament, termocupla defecta|senzori_instrumentatie|Electric|mica|2025-12-13
bataie in redctor ona camera compresoare|bataie in reductor zona camera compresoare|uzura_fizica|Mecanic|medie|2025-12-29
verificati statia opsire, s--a blocat brtul robotic|Verificati statia vopsire, s-a blocat bratul robotic|blocaj_mecanic|Mecanic|critica|2026-01-04
verificati ccamera xompresoare, nu avem retea la hmi|Verificati camera compresoare, nu avem retea la hmi|conectivitate_retea|Software|medie|2026-01-27
erge greu! usa de protectie intepneita la kagazie piexe|merge greu! usa de protectie intepenita la magazie piese|blocaj_mecanic|Mecanic|medie|2025-12-31
la linia 1: ontactul nu cupleaza.|La linia 1: contactul nu cupleaza.|componente_automatizare|Electric|mica|2025-12-20
incendiu! sa- blocat bratu robotic la camear compredoare|INCENDIU! s-a blocat bratul robotic la camera compresoare|blocaj_mecanic|Mecanic|critica|2025-12-19
fotocleula urdara zona robot kkua|fotocelula murdara zona robot kuka|senzori_instrumentatie|Electric|medie|2025-12-23
verifiicati agazie piese, pistonul nu mai fevine|Verificati magazie piese, pistonul nu mai revine|blocaj_mecanic|Mecanic|critica|2026-02-04
nu mai culiseaza saia zna ronot kuka|nu mai culiseaza sania zona robot kuka|blocaj_mecanic|Mecanic|medie|2025-12-15
nu vede stick-ul usbb ona roboot sudura|nu vede stick-ul USB zona robot sudura|hardware_it|Software|critica|2026-01-23
defectiunw ona eexpeditie: motourl decalnseaza protectia termicz.|Defectiune zona expeditie: motorul declanseaza protectia termica.|componente_automatizare|Electric|critica|2025-12-28
verificati roobt suduar, nu vede stik-ul usb|Verificati robot sudura, nu vede stick-ul USB|hardware_it|Software|medie|2026-01-24
la presa hidrraulica: usa de pritectie intepenuta.|La presa hidraulica: usa de protectie intepenita.|blocaj_mecanic|Mecanic|mica|2026-01-01
verificati magazie piese, bataie in reductor|Verificati magazie piese, bataie in reductor|uzura_fizica|Mecanic|medie|2025-12-27
furtun pesiune sppart la zona ambalre. zgomot ciudat|furtun presiune spart la zona ambalare. zgomot ciudat|scurgere_lichide|Mecanic|medie|2025-12-29
defectiune linia 1: furtun presiune spaart.|Defectiune linia 1: furtun presiune spart.|scurgere_lichide|Mecanic|critica|2026-01-31
bbug in soft la salvare la magazie piese. nota informativa|bug in soft la salvare la magazie piese. nota informativa|bug_aplicatie|Software|mica|2025-12-30
notta informativa! bnada tarnsportoare ssfiasiata la zonna expeditid|nota informativa! banda transportoare sfiasiata la zona expeditie|uzura_fizica|Mecanic|mica|2026-01-25
urgent! termoupla defecta la camera clmpresoare|URGENT! termocupla defecta la camera compresoare|senzori_instrumentatie|Electric|critica|2026-02-01
verificati canera compresoare,usa de protectie intepenita|Verificati camera compresoare, usa de protectie intepenita|blocaj_mecanic|Mecanic|critica|2026-01-03
bqnda transportoare sgiasiata zoona cnc maza|banda transportoare sfiasiata zona cnc mazak|uzura_fizica|Mecanic|critica|2026-01-12
incetineste productia! s-a prit curentul la linie la robbot sudura|incetineste productia! s-a oprit curentul la linie la robot sudura|alimentare_curent|Electric|medie|2025-12-21
la cncc mazak: termmocupla defeccta.|La cnc mazak: termocupla defecta.|senzori_instrumentatie|Electric|critica|2026-02-02
defectiune linia 1: s-a blocat bratul roboitc.|Defectiune linia 1: s-a blocat bratul robotic.|blocaj_mecanic|Mecanic|mica|2025-12-17
butonul de start e gri (inactiv) la zona ambbalare. incetineste productia|butonul de start e gri (inactiv) la zona ambalare. incetineste productia|bug_aplicatie|Software|medie|2025-12-29
nota informativa! nu se apriinde becul de control la zona ambalare|nota informativa! nu se aprinde becul de control la zona ambalare|alimentare_curent|Electric|mica|2026-01-19
nu e garba! furtuh presiune spart la presa hidraulica|nu e graba! furtun presiune spart la presa hidraulica|scurgere_lichide|Mecanic|mica|2025-12-29
la camera compresoare: bug in soft la salvare.|La camera compresoare: bug in soft la salvare.|bug_aplicatie|Software|mica|2026-01-31
se aude urat un motorr la orbot kuka. verificatii cand puteti|se aude urat un motor la robot kuka. verificati cand puteti|uzura_fizica|Mecanic|medie|2026-01-26
s--a blocat bratlu robottic ona ccnc azak|s-a blocat bratul robotic zona cnc mazak|blocaj_mecanic|Mecanic|mica|2025-12-26
la robot sudura: bataie in reducror.|La robot sudura: bataie in reductor.|uzura_fizica|Mecanic|medie|2026-01-17
defectinue robot sudura: eroare citire debitmetru.|Defectiune robot sudura: eroare citire debitmetru.|senzori_instrumentatie|Electric|critica|2026-01-24
verificati ilnia 1, motorl declanseaza protectia trmica|Verificati linia 1, motorul declanseaza protectia termica|componente_automatizare|Electric|critica|2025-12-22
verificati cuptlr tratamwnt, scurttcircuit cu flzma|Verificati cuptor tratament, scurtcircuit cu flama|alimentare_curent|Electric|mica|2026-01-02
risc accident! cablu de retea scos la zona expeditie|RISC ACCIDENT! cablu de retea scos la zona expeditie|conectivitate_retea|Software|critica|2026-01-27
verificati eobot kuka,unitatea pc czraie|Verificati robot kuka, unitatea PC caraie|hardware_it|Software|mica|2025-12-16
fotocelula mmurdara zoan zona ambalare|fotocelula murdara zona zona ambalare|senzori_instrumentatie|Electric|mica|2025-12-19
incetineste oroductia! flucctuatii de tensiune la liniia 2|incetineste productia! fluctuatii de tensiune la linia 2|alimentare_curent|Electric|medie|2025-12-21
verifiicati cand puteti! nu aem tenskune la panuo la lini 2|verificati cand puteti! nu avem tensiune la panou la linia 2|alimentare_curent|Electric|medie|2026-02-07
la cnc mazak: nivertorul e in avarie.|La cnc mazak: invertorul e in avarie.|componente_automatizare|Electric|critica|2025-12-23
rulment spat la sttaia vvopsire. nu e geaba|rulment spart la statia vopsire. nu e graba|uzura_fizica|Mecanic|mica|2026-01-03
defectiune inia 1: eroare pe ecran.|Defectiune linia 1: eroare pe ecran.|bug_aplicatie|Software|critica|2026-01-06
defectiune linia 1: blue screen la pornire.|Defectiune linia 1: blue screen la pornire.|bug_aplicatie|Software|critica|2026-01-02
verificati magazie pies, nu merrge internetul|Verificati magazie piese, nu merge internetul|conectivitate_retea|Software|medie|2026-01-25
verificati cnc mazak, pierde licchid hidraulif|Verificati cnc mazak, pierde lichid hidraulic|scurgere_lichide|Mecanic|mica|2026-02-06
vverificati robot sudura, ptaa maee de ulei pe kos|Verificati robot sudura, pata mare de ulei pe jos|scurgere_lichide|Mecanic|medie|2025-12-14
defectiune zona expeditie: senzor proximitate lovit..|Defectiune zona expeditie: senzor proximitate lovit.|senzori_instrumentatie|Electric|mica|2026-01-14
veificati cnc mazak, nu comunica cu serrverul|Verificati cnc mazak, nu comunica cu serverul|conectivitate_retea|Software|medie|2025-12-19
verificati robot sudura, nu merge nternetul|Verificati robot sudura, nu merge internetul|conectivitate_retea|Software|critica|2025-12-27
ouse-ul nu mergge zona statia vopsirre|mouse-ul nu merge zona statia vopsire|hardware_it|Software|critica|2026-02-01
verificai cand puteti! motoru declanseaza rotectia ttermica la cuptor trarament|verificati cand puteti! motorul declanseaza protectia termica la cuptor tratament|componente_automatizare|Electric|medie|2025-12-15
verificai robot sudura, nu merge internetul|Verificati robot sudura, nu merge internetul|conectivitate_retea|Software|medie|2026-01-31
verificati linia 2, ouchscreen decalat|Verificati linia 2, touchscreen decalat|hardware_it|Software|medie|2025-12-19
nu se incarca reteta la zoa expeditie. zgoomot ciudat|nu se incarca reteta la zona expeditie. zgomot ciudat|bug_aplicatie|Software|medie|2026-01-17
la zona ambalare: cablu de retea scos.|La zona ambalare: cablu de retea scos.|conectivitate_retea|Software|medie|2025-12-28
la linia 2: nu ave tesiune la panou.|La linia 2: nu avem tensiune la panou.|alimentare_curent|Electric|medie|2025-12-19
la linia 1: nu se incarca reteta.|La linia 1: nu se incarca reteta.|bug_aplicatie|Software|critica|2025-12-13
verificati statia vopsire, touchscreenn decalat|Verificati statia vopsire, touchscreen decalat|hardware_it|Software|critica|2025-12-16
verificati robot kuka, encoderul da roare pozitie|Verificati robot kuka, encoderul da eroare pozitie|senzori_instrumentatie|Electric|critica|2025-12-13
pisotnul nu mmai revine la cnc mzaak. icendiu|pistonul nu mai revine la cnc mazak. INCENDIU|blocaj_mecanic|Mecanic|critica|2026-02-04
la preda idraulica: invertorul e in avarie.|La presa hidraulica: invertorul e in avarie.|componente_automatizare|Electric|mica|2025-12-30
verifjcare vizualaa! pistonul nu mai revine la camera compresoare|verificare vizuala! pistonul nu mai revine la camera compresoare|blocaj_mecanic|Mecanic|mica|2026-01-05
verificati magaze piese, scurtere de ule subb utilaj|Verificati magazie piese, scurgere de ulei sub utilaj|scurgere_lichide|Mecanic|critica|2026-01-23
nu evde stiick-ul usb zona cnc mazk|nu vede stick-ul USB zona cnc mazak|hardware_it|Software|medie|2026-01-18
incetineste productia! valoare zero la senzor tempeeratura la matazie piese|incetineste productia! valoare zero la senzor temperatura la magazie piese|senzori_instrumentatie|Electric|medie|2026-01-17
surss de alimentre arsa zon zona expeditie|sursa de alimentare arsa zona zona expeditie|alimentare_curent|Electric|medie|2026-01-26
laant rupt la robot kuka. nota informativa|lant rupt la robot kuka. nota informativa|uzura_fizica|Mecanic|mica|2025-12-21
mouseu-l nu mrege zoma linia 1|mouse-ul nu merge zona linia 1|hardware_it|Software|mica|2025-12-30
zxul motoruluii e blocta la tsatia vopsire. cand se poate|axul motorului e blocat la statia vopsire. cand se poate|blocaj_mecanic|Mecanic|mica|2026-01-22
la linia 1: variatorul de turatie e ros.|La linia 1: variatorul de turatie e rosu.|componente_automatizare|Electric|medie|2026-01-03
termocuplq defecta zona liniia 2|termocupla defecta zona linia 2|senzori_instrumentatie|Electric|mica|2026-02-04
rle bblocate la bandda zonna zona ambalae|role blocate la banda zona zona ambalare|blocaj_mecanic|Mecanic|critica|2026-01-05
fum! ecraan negru xomplet la linia 2|FUM! ecran negru complet la linia 2|hardware_it|Software|critica|2026-01-24
role locate la bamda la camera compreeoare. zgomot iudat|role blocate la banda la camera compresoare. zgomot ciudat|blocaj_mecanic|Mecanic|medie|2026-01-11
la presa hidraulica: pata mare de uleei pe jos.|La presa hidraulica: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|mica|2026-01-15
defectiune pdesa hidraulica: scurtcircuit cu flama.|Defectiune presa hidraulica: scurtcircuit cu flama.|alimentare_curent|Electric|medie|2025-12-15
ax descentrta zon zona ambalare|ax descentrat zona zona ambalare|uzura_fizica|Mecanic|critica|2026-02-07
la linia 1: nu comunica cu serverul.|La linia 1: nu comunica cu serverul.|conectivitate_retea|Software|medie|2025-12-12
verificati satia vopsie,pistoul nu mai revien|Verificati statia vopsire, pistonul nu mai revine|blocaj_mecanic|Mecanic|critica|2025-12-20
sigurannta sarita zona cuptor tratament|siguranta sarita zona cuptor tratament|alimentare_curent|Electric|mica|2026-01-18
eefectiune liniia 2: nu mai culiseazaa sania.|Defectiune linia 2: nu mai culiseaza sania.|blocaj_mecanic|Mecanic|critica|2025-12-25
mentenatna preventiva! nu merge interneyul la cnc mmazak|mentenanta preventiva! nu merge internetul la cnc mazak|conectivitate_retea|Software|mica|2026-01-08
veriifcati zona expeditie, ping timeou|Verificati zona expeditie, ping timeout|conectivitate_retea|Software|critica|2026-01-27
verificati sattia vopsire,contactul nu cpuleaza|Verificati statia vopsire, contactul nu cupleaza|componente_automatizare|Electric|medie|2025-12-30
verificati cuptor tratament, nu mai culiseaza sania|Verificati cuptor tratament, nu mai culiseaza sania|blocaj_mecanic|Mecanic|mica|2025-12-29
la linnia 2: butnul de start e gri (inactiv).|La linia 2: butonul de start e gri (inactiv).|bug_aplicatie|Software|critica|2025-12-18
defectiune cuptor tratament: scurtcircuit cu flama.|Defectiune cuptor tratament: scurtcircuit cu flama.|alimentare_curent|Electric|medie|2025-12-15
la robot kuka: diinti upti la roata dintata.|La robot kuka: dinti rupti la roata dintata.|uzura_fizica|Mecanic|critica|2026-02-04
hsa de proyectie intepeita la robor kuka. zgomot ciudat|usa de protectie intepenita la robot kuka. zgomot ciudat|blocaj_mecanic|Mecanic|medie|2026-02-02
nu ccomunica cu servrul la cnc mazak. zgomoot ciuda|nu comunica cu serverul la cnc mazak. zgomot ciudat|conectivitate_retea|Software|medie|2026-01-03
s-a blocat brattul orbotic zona zoma expedjtie|s-a blocat bratul robotic zona zona expeditie|blocaj_mecanic|Mecanic|medie|2026-02-07
gerificati statia vopsire, zgomot de polizare|Verificati statia vopsire, zgomot de polizare|uzura_fizica|Mecanic|mica|2026-01-19
la camera compresoare: nu avem retea la hmi|La camera compresoare: nu avem retea la hmi.|conectivitate_retea|Software|mica|2026-01-06
pata mare de lei pe mos la linia 1. verificati cand puteti|pata mare de ulei pe jos la linia 1. verificati cand puteti|scurgere_lichide|Mecanic|medie|2026-01-24
pericol! mouse-ul nu mege la rrobot kuka|PERICOL! mouse-ul nu merge la robot kuka|hardware_it|Software|critica|2025-12-18
nu comunica cu serverul la magazie piese. nkta informativa|nu comunica cu serverul la magazie piese. nota informativa|conectivitate_retea|Software|mica|2026-01-27
la robot sydura: senzorul nu citeste nimic.|La robot sudura: senzorul nu citeste nimic.|senzori_instrumentatie|Electric|critica|2026-01-12
invertorul e in avarie la cnc mazak. merge grreu|invertorul e in avarie la cnc mazak. merge greu|componente_automatizare|Electric|medie|2025-12-18
valoare zero la senzor temperatura la statia vopire. nota innformativa|valoare zero la senzor temperatura la statia vopsire. nota informativa|senzori_instrumentatie|Electric|mica|2026-02-06
nu merrge internetul la cuptor tratment. mentenanta preventiva|nu merge internetul la cuptor tratament. mentenanta preventiva|conectivitate_retea|Software|mica|2026-01-15
contactul nu cupleaza la cuptor tratament. nu e graba|contactul nu cupleaza la cuptor tratament. nu e graba|componente_automatizare|Electric|mica|2026-02-04
eroaree ctire debtmetru zona robot sudura|eroare citire debitmetru zona robot sudura|senzori_instrumentatie|Electric|critica|2025-12-28
